key,collection_date,Air Temperature [p:707],Bacteria Sample Picture [f:748],Bacteria Threshold [p:1716],Boating Conditions [p:714],Conductivity [p:709],Current Site Conditions Photo [f:749],Duplicate Bacteria Concentration [f:751],Duplicate Bacteria Photo [f:2925],E Coli Concentration [p:711],E Coli Count [p:712],Enterococcus Bacteria Concentration [p:1690],Gauge Height [p:715],Salinity [p:1715],Site conditions and comments [f:750],Turbidity [p:710],Water Temperature [p:708],latitude,longitude,owner_id,owner_first_name,owner_last_name,certified,certifier_id,certifier_first_name,certifier_last_name,dataset_id,dataset_name,dataset_key,station_id,station_name
f336af8acd1d8308,2016-06-09 00:00:00.000000,22.2,,,,,,,,3.0,100.0,,,,,25.5,22.1,37.6661,-77.888811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J25,James River at Maidens
ec25bf39ecaed51edd4281c8010cbb79,2016-06-09 00:00:00.000000,21.1,,,,,,,,34.0,1.0,,,,,31.69,23.3,37.559211,-77.646665,3796,Jordan,Cramer,True,3796.0,Jordan,Cramer,863,Swimming Conditions,d0edd64e15a8916b,J26,James River at Robious Landing
0092ebbaa2c41bbd,2016-06-16 00:00:00.000000,30.0,,,,,,,,34.0,1.0,,,,,,25.0,37.02097,-76.3434,1216,Water Reporter,Team,True,3796.0,Jordan,Cramer,863,Swimming Conditions,d0edd64e15a8916b,H02,Hampton River Marina
00f0f158092dcf8a,2016-06-16 00:00:00.000000,28.0,,,,,,,,10.0,334.0,,,,,5.09,24.0,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
09ee7799638717fc,2016-06-16 00:00:00.000000,24.7,,,,150.0,,,,60.0,2000.0,,,,,3.45,26.5,37.52677,-77.475694,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J22,James River at 42nd Street
146c6fea7fdb0f7b,2016-06-16 00:00:00.000000,28.0,,,,,,,,0.0,0.0,,,,,,26.0,37.12364,-76.5685,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J04,James River at Denbigh Boat Ramp
23dec6771c9a2bac,2016-06-16 00:00:00.000000,30.7,,,,,,,,3.0,100.0,,,,,4.14,27.7,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J10,James River at 14th Street
24c197649d36e9af,2016-06-16 00:00:00.000000,30.1,,,,,,,,0.0,34.0,,,,,2.84,25.0,37.41605,-79.13675,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J35,James River at Lynchburg
25c6c5a484a1a390,2016-06-16 00:00:00.000000,32.8,,,,,,,,2.0,67.0,,,,,1.39,25.5,37.529933,-79.679078,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J40,James River at Buchanan
3178a6f7b82f5d3f,2016-06-16 00:00:00.000000,20.0,,,,,,,,18.0,600.0,,,,,1.73,25.0,37.233842,-77.412567,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A03,Appomattox River at Petersburg
320f45ecd444da58,2016-06-16 00:00:00.000000,32.4,,,,280.0,,,,0.0,34.0,,,,,11.27,29.8,37.2239,-76.788613,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J05,James River at Jamestown Beach
3293bcfb9b5911ca,2016-06-16 00:00:00.000000,24.9,,,,150.0,,,,24.0,800.0,,,,,3.32,27.0,37.551591,-77.520421,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J23,James River at Pony Pasture
44bf2b9fc791feab,2016-06-16 00:00:00.000000,23.7,,,,,,,,1.0,34.0,,,,,5.63,23.7,37.04682,-76.4991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J03,James River at Riverside Beach
4f276dfeb904dd26,2016-06-16 00:00:00.000000,24.6,,,,140.0,,,,0.0,34.0,,,,,3.31,26.2,37.524391,-77.469575,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J21,James River at Reedy Creek
815b311050556600,2016-06-16 00:00:00.000000,35.8,,,,220.0,,,,4.0,134.0,,,,,4.59,29.2,37.237651,-76.768367,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,P05,Powhatan Creek
87a71ab1cc8ec2e9,2016-06-16 00:00:00.000000,26.6,,,,170.0,,,,0.0,0.0,,,,,,25.0,37.55197,-77.271146,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,C05,Chickahominy at Grapevine Bridge
9163d4418268de3f,2016-06-16 00:00:00.000000,32.0,,,,,,,,1.0,34.0,,,,,3.72,27.4,37.518597,-77.416635,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J08,James River at Rocketts Landing
959247b20b43385f,2016-06-16 00:00:00.000000,27.8,,,,,,,,1.0,34.0,,,,,7.73,26.0,37.6661,-77.888811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J25,James River at Maidens
9d042f5e19538ac9,2016-06-16 00:00:00.000000,34.0,,,,,,,,0.0,34.0,,,,,6.44,28.6,37.264742,-76.874715,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,C01,Chickahominy at Chickahominy Riverfront Park
cd3bcea2698ef70c,2016-06-16 00:00:00.000000,28.0,,,,,,,,1.0,34.0,,,,,4.09,25.0,38.02335,-78.45388,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,R20,Rivanna at Riverview Park
d569ab32695f910c,2016-06-16 00:00:00.000000,24.4,,,,150.0,,,,0.0,34.0,,,,,8.39,26.7,37.56054,-77.545782,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J24,James River at Huguenot Flatwater
d7518ca14809f0b4,2016-06-16 00:00:00.000000,26.1,,,,,,,,20.0,667.0,,,,,13.1,27.0,37.311187,-77.297991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A02,Appomattox River at Hopewell
e4f0d6260585b4bb,2016-06-16 00:00:00.000000,31.1,,,,180.0,,,,3.0,100.0,,,,,4.14,27.7,37.534353,-77.445372,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J20,James River at Tredegar Beach
f11845bff32b34cb,2016-06-16 00:00:00.000000,32.8,,,,,,,,2.0,67.0,,,,,1.39,25.5,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J10,James River at 14th Street
fed27f778c0f736b,2016-06-16 00:00:00.000000,28.2,,,,,,,,0.0,34.0,,,,,3.23,24.1,38.04238,-78.453995,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,R23,Rivanna River at Darden Towe Park
fed8f2e7f37f0c13,2016-06-16 00:00:00.000000,29.5,,,,,,,,0.0,34.0,,,,,2.59,25.5,37.797533,-78.49055,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J30,James River at Scottsville
73c86da5c26fdc979dfb85205eece529,2016-06-16 00:00:00.000000,29.4,,,,,,,,34.0,0.0,,,,,3.88,27.2,37.559211,-77.646665,3796,Jordan,Cramer,True,3796.0,Jordan,Cramer,863,Swimming Conditions,d0edd64e15a8916b,J26,James River at Robious Landing
4f0214d512316949,2016-06-20 00:00:00.000000,29.3,,,,,,,,0.0,34.0,,,,,2.75,24.4,37.753461,-79.392316,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,M05,Maury River at Ben Salem Wayside
0f555919b049fe13,2016-06-23 00:00:00.000000,27.2,,,,,,,,17.0,579.0,,,,,24.18,24.0,37.311187,-77.297991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A02,Appomattox River at Hopewell
2ffc5152712a6af8,2016-06-23 00:00:00.000000,29.4,,,,,,,,0.0,34.0,,,,,9.29,27.2,37.264742,-76.874715,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,C01,Chickahominy at Chickahominy Riverfront Park
3160e6fd8ecceac3,2016-06-23 00:00:00.000000,30.0,,,,,,,,0.0,0.0,,,,,,32.0,37.08028,-76.5231,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,DC01,Deep Creek
32e686784811424c,2016-06-23 00:00:00.000000,20.2,,,,,,,,3.0,100.0,,,,,3.24,24.5,37.41605,-79.13675,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J35,James River at Lynchburg
422cc1b8b0dd9c66,2016-06-23 00:00:00.000000,31.0,,,,,,,,0.0,0.0,,,,,,27.0,37.01292,-76.457,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J02,James River Fishing Pier
4262e93140f75b96,2016-06-23 00:00:00.000000,25.6,,,,150.0,,,,21.0,700.0,,,,,2.39,26.8,37.534353,-77.445372,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J20,James River at Tredegar Beach
4276120773b8bc88,2016-06-23 00:00:00.000000,25.8,,,,170.0,,,,18.0,600.0,,,,,2.09,26.9,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J10,James River at 14th Street
769e56c39070dfe6,2016-06-23 00:00:00.000000,23.4,,,,,,,,61.0,2034.0,,,,,40.0,22.1,38.02335,-78.45388,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,R20,Rivanna at Riverview Park
7b193129c8c3be7f,2016-06-23 00:00:00.000000,22.4,,,,,,,,9.0,300.0,,,,,22.0,23.0,38.04238,-78.453995,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,R23,Rivanna River at Darden Towe Park
9058e5661007c893,2016-06-23 00:00:00.000000,23.5,,,,,,,,1.0,34.0,,,,,2.92,27.2,37.56054,-77.545782,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J24,James River at Huguenot Flatwater
9d3eb46b2bb70dad,2016-06-23 00:00:00.000000,25.2,,,,100.0,,,,26.0,867.0,,,,,2.02,26.5,37.233842,-77.412567,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A03,Appomattox River at Petersburg
9e7c66597ea38d97,2016-06-23 00:00:00.000000,26.2,,,,,,,,0.0,0.0,,,,,17.6,25.6,37.04682,-76.4991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J03,James River at Riverside Beach
a8087c8409c83518,2016-06-23 00:00:00.000000,25.1,,,,,,,,21.0,700.0,,,,,3.27,27.2,37.52677,-77.475694,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J22,James River at 42nd Street
b4c92b32be25174d,2016-06-23 00:00:00.000000,22.4,,,,,,,,15.0,500.0,,,,,22.0,23.0,38.04238,-78.453995,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,R23,Rivanna River at Darden Towe Park
bf239512b30eb2d9,2016-06-23 00:00:00.000000,25.0,,,,,,,,2.0,67.0,,,,,2.35,27.2,37.551591,-77.520421,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J23,James River at Pony Pasture
cb4511af85e014b0,2016-06-23 00:00:00.000000,27.5,,,,200.0,,,,25.0,834.0,,,,,2.6,26.7,37.518597,-77.416635,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J08,James River at Rocketts Landing
d7676478994e079d,2016-06-23 00:00:00.000000,30.1,,,,180.0,,,,12.0,400.0,,,,,8.61,25.5,37.237651,-76.768367,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,P05,Powhatan Creek
e89d108e9ecef512,2016-06-23 00:00:00.000000,28.2,,,,320.0,,,,9.0,300.0,,,,,12.1,26.4,37.2239,-76.788613,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J05,James River at Jamestown Beach
eedd70bca4bc56c3,2016-06-23 00:00:00.000000,26.6,,,,,,,,35.0,1167.0,,,,,3.07,27.0,37.524391,-77.469575,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J21,James River at Reedy Creek
f81e200cb0040360,2016-06-23 00:00:00.000000,25.2,,,,160.0,,,,5.0,167.0,,,,,,25.0,37.55197,-77.271146,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,C05,Chickahominy at Grapevine Bridge
b7032c3ada905b061e3522e39ef5d44e,2016-06-23 00:00:00.000000,23.8,,,,,,,,34.0,1.0,,,,,13.12,26.8,37.559211,-77.646665,3796,Jordan,Cramer,True,3796.0,Jordan,Cramer,863,Swimming Conditions,d0edd64e15a8916b,J26,James River at Robious Landing
09c0ee5bb0f60b92,2016-06-24 00:00:00.000000,21.8,,,,,,,,10.0,334.0,,,,,11.8,24.7,37.6661,-77.888811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J25,James River at Maidens
49111e7b628b2b27,2016-06-24 00:00:00.000000,26.7,,,,,,,,60.0,2000.0,,,,,45.4,21.7,37.753461,-79.392316,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,M05,Maury River at Ben Salem Wayside
b5e6e643c5265ef0,2016-06-24 00:00:00.000000,24.0,,,,,,,,0.0,34.0,,,,,8.8,22.0,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
e539b0552c677a4e,2016-06-25 00:00:00.000000,23.1,,,,,,,,40.0,1334.0,,,,,52.6,18.8,37.529933,-79.679078,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J40,James River at Buchanan
03f992d4dd92ad70,2016-06-30 00:00:00.000000,31.0,,,,,,,,1.0,34.0,,,,,,29.0,37.12364,-76.5685,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J04,James River at Denbigh Boat Ramp
0f9086ff3a05d541,2016-06-30 00:00:00.000000,18.8,,,,,,,,12.0,400.0,,,,,20.6,21.2,37.41605,-79.13675,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J35,James River at Lynchburg
138ec9d293c9252a,2016-06-30 00:00:00.000000,20.5,,,,,,,,4.0,134.0,,,,,9.2,19.6,37.529933,-79.679078,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J40,James River at Buchanan
13a3b920350b5d57,2016-06-30 00:00:00.000000,30.0,,,,,,,,0.0,34.0,,,,,3.97,26.0,38.02335,-78.45388,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,R20,Rivanna at Riverview Park
258813b3364b502a,2016-06-30 00:00:00.000000,27.9,,,,,,,,16.0,534.0,,,,,31.1,24.0,37.6661,-77.888811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J25,James River at Maidens
34194471dc2758f4,2016-06-30 00:00:00.000000,26.0,,,,,,,,4.0,167.0,,,,,8.38,26.2,37.04682,-76.4991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J03,James River at Riverside Beach
35cdb57899f3ce38,2016-06-30 00:00:00.000000,30.8,,,,150.0,,,,2.0,67.0,,,,,49.1,26.3,37.530947,-77.431925,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J10,James River at 14th Street
38e2846bd61fd7b2,2016-06-30 00:00:00.000000,28.5,,,,150.0,,,,6.0,200.0,,,,,17.7,26.5,37.524391,-77.469575,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J21,James River at Reedy Creek
3f0f1c65c3ea1185,2016-06-30 00:00:00.000000,25.8,,,,,,,,1.0,34.0,,,,,22.2,23.1,37.753461,-79.392316,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,M05,Maury River at Ben Salem Wayside
431f4397444ee0f0,2016-06-30 00:00:00.000000,23.9,,,,,,,,0.0,34.0,,,,,15.0,22.7,37.797533,-78.49055,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J30,James River at Scottsville
57bdd50876de4693,2016-06-30 00:00:00.000000,30.2,,,,140.0,,,,0.0,34.0,,,,,22.4,25.7,37.56054,-77.545782,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J24,James River at Huguenot Flatwater
6dc1b87bc087ff16,2016-06-30 00:00:00.000000,32.3,,,,,,,,7.0,234.0,,,,,44.0,26.2,37.518597,-77.416635,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J08,James River at Rocketts Landing
70709b7e42a47148,2016-06-30 00:00:00.000000,28.3,,,,180.0,,,,2.0,67.0,,,,,8.12,25.2,37.237651,-76.768367,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,P05,Powhatan Creek
82fba493d8ed5af9,2016-06-30 00:00:00.000000,28.0,,,,310.0,,,,1.0,34.0,,,,,7.32,29.0,37.2239,-76.788613,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J05,James River at Jamestown Beach
ac0b2ca2fbf607a0,2016-06-30 00:00:00.000000,27.2,,,,,,,,34.0,1.0,,,,,,26.4,37.02097,-76.3434,1216,Water Reporter,Team,True,3796.0,Jordan,Cramer,863,Swimming Conditions,d0edd64e15a8916b,H02,Hampton River Marina
b961e1b8b8a43c71,2016-06-30 00:00:00.000000,30.0,,,,,,,,0.0,34.0,,,,,3.12,26.0,38.04238,-78.453995,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,R23,Rivanna River at Darden Towe Park
c1f5a828e3d6a8ef,2016-06-30 00:00:00.000000,30.0,,,,,,,,0.0,0.0,,,,,,27.0,37.01292,-76.457,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J02,James River Fishing Pier
cd0567dd0b0bf1f0,2016-06-30 00:00:00.000000,28.5,,,,,,,,2.0,67.0,,,,,9.99,27.7,37.264742,-76.874715,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,C01,Chickahominy at Chickahominy Riverfront Park
cfe58d46517bc781,2016-06-30 00:00:00.000000,25.8,,,,,,,,24.0,800.0,,,,,82.55,23.9,37.311187,-77.297991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A02,Appomattox River at Hopewell
f14240a9ba5651c1,2016-06-30 00:00:00.000000,25.0,,,,140.0,,,,1.0,34.0,,,,,24.5,26.0,37.551591,-77.520421,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J23,James River at Pony Pasture
f2873f2fa8f9ff5d,2016-06-30 00:00:00.000000,30.4,,,,150.0,,,,3.0,100.0,,,,,43.7,26.3,37.534353,-77.445372,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J20,James River at Tredegar Beach
f40f14a0d2a8b26a,2016-06-30 00:00:00.000000,28.5,,,,140.0,,,,2.0,67.0,,,,,21.4,26.4,37.52677,-77.475694,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J22,James River at 42nd Street
4579fb436368f4648d9ff61f95f402a4,2016-06-30 00:00:00.000000,23.4,,,,,,,,234.0,7.0,,,,,21.71,24.4,37.559211,-77.646665,3796,Jordan,Cramer,True,3796.0,Jordan,Cramer,863,Swimming Conditions,d0edd64e15a8916b,J26,James River at Robious Landing
4ad4938c1a79107f,2016-07-01 00:00:00.000000,30.9,,,,,,,,10.0,334.0,,,,,13.5,27.0,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
a8b084ec4fde0bcb,2016-07-04 00:00:00.000000,31.0,,,,,,,,60.0,2000.0,,,,,1.12,32.0,37.316523,-77.273569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A01,Appomattox River at City Point
01b7be9f57c04f20,2016-07-07 00:00:00.000000,33.4,,,,160.0,,,,18.0,600.0,,,,,6.26,27.7,37.237651,-76.768367,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,P05,Powhatan Creek
047bcbbd06d606a1,2016-07-07 00:00:00.000000,41.8,,,,150.0,,,,16.0,534.0,,,,,10.57,29.9,37.518597,-77.416635,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J08,James River at Rocketts Landing
14b205fdba38b87a,2016-07-07 00:00:00.000000,30.6,,,,,,,,0.0,34.0,,,,,6.25,25.5,37.41605,-79.13675,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J35,James River at Lynchburg
16485b7c2d488c04,2016-07-07 00:00:00.000000,35.0,,,,,,,,1.0,34.0,,,,,,30.0,37.12364,-76.5685,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J04,James River at Denbigh Boat Ramp
22dac8f47ce8007f,2016-07-07 00:00:00.000000,31.2,,,,,,,,2.0,67.0,,,,,2.56,26.7,38.04238,-78.453995,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,R23,Rivanna River at Darden Towe Park
3481806578b11764,2016-07-07 00:00:00.000000,26.9,,,,,,,,0.0,34.0,,,,,3.68,22.0,37.529933,-79.679078,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J40,James River at Buchanan
34e9b0bff5ec0a46,2016-07-07 00:00:00.000000,30.6,,,,,,,,1.0,34.0,,,,,6.68,27.3,37.753461,-79.392316,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,M05,Maury River at Ben Salem Wayside
44c4a1f47ee50c51,2016-07-07 00:00:00.000000,28.0,,,,,,,,4.0,134.0,,,,,8.19,27.0,37.52677,-77.475694,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J22,James River at 42nd Street
5b4b7f7e97b14080,2016-07-07 00:00:00.000000,32.2,,,,,,,,0.0,34.0,,,,,9.2,26.4,37.797533,-78.49055,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J30,James River at Scottsville
6401ef0ca601d9aa,2016-07-07 00:00:00.000000,29.2,,,,80.0,,,,4.0,134.0,,,,,7.74,27.5,37.524391,-77.469575,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J21,James River at Reedy Creek
648aa5b0b8bc1c65,2016-07-07 00:00:00.000000,34.7,,,,220.0,,,,5.0,166.0,,,,,10.85,29.1,37.534353,-77.445372,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J20,James River at Tredegar Beach
76070b647451da5c,2016-07-07 00:00:00.000000,30.0,,,,,,,,2.0,67.0,,,,,5.86,26.7,37.6661,-77.888811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J25,James River at Maidens
7854c2344626bb56,2016-07-07 00:00:00.000000,30.0,,,,,,,,0.0,0.0,,,,,,28.0,37.02097,-76.3434,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,H02,Hampton River Marina
79fa981171d088f5,2016-07-07 00:00:00.000000,26.9,,,,,,,,63.0,2100.0,,,,,3.68,22.0,37.529933,-79.679078,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J40,James River at Buchanan
7f2b421578069b6b,2016-07-07 00:00:00.000000,35.0,,,,,,,,0.0,0.0,,,,,,29.0,37.01292,-76.457,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J02,James River Fishing Pier
80f1ece25a45cf7d,2016-07-07 00:00:00.000000,26.1,,,,,,,,1.0,34.0,,,,,14.75,27.0,37.04682,-76.4991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J03,James River at Riverside Beach
a996e843322f4ccf,2016-07-07 00:00:00.000000,29.4,,,,,,,,4.0,134.0,,,,,17.39,27.5,37.311187,-77.297991,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,A02,Appomattox River at Hopewell
b85b9b37e444c547,2016-07-07 00:00:00.000000,28.5,,,,,,,,1.0,34.0,,,,,2.85,27.9,38.02335,-78.45388,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,R20,Rivanna at Riverview Park
bdf1748129655d60,2016-07-07 00:00:00.000000,33.2,,,,,,,,0.0,34.0,,,,,12.73,29.8,37.264742,-76.874715,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,C01,Chickahominy at Chickahominy Riverfront Park
ccbf35e743a0d230,2016-07-07 00:00:00.000000,28.0,,,,80.6,,,,0.0,34.0,,,,,7.08,27.6,37.56054,-77.545782,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,863,Swimming Conditions,d0edd64e15a8916b,J24,James River at Huguenot Flatwater
